milb_id,mlb_id,mlb,war,draft,bats,throws,height,weight,positions,designated,first,second,third,shortstop,catcher,outfielder
davis001kyl,none,0,nan,27.0,right,right,71.0,160.0,Shortstop and Second Baseman,0,0,1,0,1,0,0
dostal001bru,none,0,nan,17.0,left,left,72.0,195.0,Outfielder,0,0,0,0,0,0,1
baez000leu,none,0,nan,nan,both,right,72.0,160.0,Outfielder and Designated Hitter,1,0,0,0,0,0,1
owen002hun,none,0,nan,25.0,right,right,72.0,195.0,Third Baseman and Leftfielder,0,0,0,1,0,0,0
merced002gui,none,0,nan,nan,both,right,71.0,155.0,Shortstop,0,0,0,0,1,0,0
isaacs001gre,none,0,nan,18.0,left,right,73.0,200.0,"Second Baseman, Third Baseman and First Baseman",0,1,1,1,0,0,0
melend002dan,none,0,nan,2.0,left,left,76.0,205.0,First Baseman,0,1,0,0,0,0,0
obrego000oma,none,0,nan,nan,both,right,70.0,150.0,Second Baseman and Shortstop,0,0,1,0,1,0,0
zimmer003jor,none,0,nan,7.0,right,right,73.0,195.0,Second Baseman and Designated Hitter,1,0,1,0,0,0,0
ortego001ron,none,0,nan,nan,left,left,69.0,165.0,First Baseman,0,1,0,0,0,0,0
goodma000kri,none,0,nan,32.0,right,right,73.0,193.0,"Third Baseman, Outfielder and First Baseman",0,1,0,1,0,0,1
tonis001mic,tonismi01,1,-0.1,2.0,right,right,75.0,220.0,Catcher,0,0,0,0,0,1,0
koskie001cor,koskico01,1,24.6,26.0,left,right,75.0,215.0,Third Baseman,0,0,0,1,0,0,0
valaik001mat,none,0,nan,34.0,right,right,70.0,180.0,"Second Baseman, Shortstop and Outfielder",0,0,1,0,1,0,1
floria000est,none,0,nan,nan,left,right,73.0,185.0,Outfielder,0,0,0,0,0,0,1
rollin000fra,none,0,nan,nan,right,right,71.0,165.0,"Outfielder, Second Baseman and Designated Hitter",1,0,1,0,0,0,1
moore001rya,none,0,nan,nan,left,right,71.0,185.0,Second Baseman and Third Baseman,0,0,1,1,0,0,0
meade001pau,none,0,nan,9.0,both,right,73.0,175.0,"Third Baseman, Second Baseman and Shortstop",0,0,1,1,1,0,0
butler002rob,butlero01,1,-0.2,nan,left,left,71.0,185.0,Outfielder,0,0,0,0,0,0,1
smella001ste,none,0,nan,28.0,right,right,73.0,200.0,Outfielder,0,0,0,0,0,0,1
schroe002cas,none,0,nan,8.0,both,right,74.0,210.0,Catcher,0,0,0,0,0,1,0
hamilt001jon,none,0,nan,5.0,left,left,73.0,195.0,Outfielder,0,0,0,0,0,0,1
draper001joh,none,0,nan,4.0,right,right,74.0,191.0,Outfielder and Catcher,0,0,0,0,0,1,1
ozuna001raf,none,0,nan,nan,both,right,71.0,176.0,Second Baseman and Shortstop,0,0,1,0,1,0,0
daubac001bri,daubabr01,1,6.3,17.0,left,right,73.0,201.0,First Baseman and Outfielder,0,1,0,0,0,0,1
nidiff001mar,none,0,nan,nan,right,right,74.0,205.0,Catcher and First Baseman,0,1,0,0,0,1,0
muno001dan,munoda01,1,-0.4,8.0,both,right,73.0,195.0,"Second Baseman, Third Baseman and Shortstop",0,0,1,1,1,0,0
sobole001mar,none,0,nan,20.0,right,right,70.0,185.0,Second Baseman and Third Baseman,0,0,1,1,0,0,0
aguila000osm,none,0,nan,nan,right,right,72.0,185.0,Outfielder,0,0,0,0,0,0,1
merrit001gra,none,0,nan,44.0,right,right,73.0,205.0,Catcher,0,0,0,0,0,1,0
rodrig008alf,none,0,nan,nan,right,right,72.0,190.0,Shortstop,0,0,0,0,1,0,0
mateo000jor,none,0,nan,nan,right,right,72.0,190.0,"Shortstop, Outfielder and Second Baseman",0,0,1,0,1,0,1
mendez001joe,none,0,nan,nan,right,right,75.0,175.0,Outfielder,0,0,0,0,0,0,1
sosa003jua,sosaju01,1,-0.2,nan,right,right,73.0,175.0,"Shortstop, Second Baseman and Third Baseman",0,0,1,1,1,0,0
leyva001eli,none,0,nan,nan,right,right,74.0,210.0,Rightfielder,0,0,0,0,0,0,0
wilson002bry,none,0,nan,23.0,right,right,74.0,175.0,Second Baseman and Shortstop,0,0,1,0,1,0,0
sharp001sco,none,0,nan,25.0,right,right,74.0,200.0,Catcher,0,0,0,0,0,1,0
dusan001jos,none,0,nan,12.0,left,left,73.0,190.0,First Baseman and Outfielder,0,1,0,0,0,0,1
lawrie001bre,lawribr01,1,15.2,1.0,right,right,72.0,210.0,Third Baseman and Second Baseman,0,0,1,1,0,0,0
johnso011mic,none,0,nan,45.0,right,right,72.0,180.0,Second Baseman,0,0,1,0,0,0,0
valeri001cha,none,0,nan,nan,both,right,72.0,204.0,Catcher and First Baseman,0,1,0,0,0,1,0
pagan001ang,none,0,nan,11.0,right,right,73.0,187.0,"Shortstop, Second Baseman and Third Baseman",0,0,1,1,1,0,0
austin001pet,none,0,nan,40.0,right,right,74.0,195.0,Outfielder,0,0,0,0,0,0,1
melo001jua,meloju01,1,-0.2,nan,both,right,75.0,206.0,"Shortstop, Second Baseman and Third Baseman",0,0,1,1,1,0,0
stone001cra,none,0,nan,nan,right,right,74.0,190.0,"First Baseman, Catcher and Third Baseman",0,1,0,1,0,1,0
welch002jam,none,0,nan,24.0,right,right,72.0,195.0,Catcher and First Baseman,0,1,0,0,0,1,0
minchk001kev,none,0,nan,45.0,left,left,75.0,210.0,First Baseman,0,1,0,0,0,0,0
heller001bra,none,0,nan,nan,right,right,71.0,190.0,"Catcher, Outfielder and First Baseman",0,1,0,0,0,1,1
sizemo001gra,sizemgr01,1,27.2,3.0,left,left,74.0,205.0,Outfielder,0,0,0,0,0,0,1
jones001ivo,none,0,nan,35.0,left,left,70.0,160.0,Outfielder,0,0,0,0,0,0,1
kupsey001joh,none,0,nan,2.0,right,right,73.0,185.0,"Third Baseman, Shortstop and First Baseman",0,1,0,1,1,0,0
lameda000rai,none,0,nan,nan,left,right,71.0,175.0,Outfielder and First Baseman,0,1,0,0,0,0,1
baez000yan,none,0,nan,nan,both,right,74.0,165.0,Shortstop and Third Baseman,0,0,0,1,1,0,0
santan001ral,none,0,nan,42.0,left,right,73.0,170.0,"Second Baseman, Outfielder and Third Baseman",0,0,1,1,0,0,1
dantzl000lb,none,0,nan,14.0,left,right,71.0,200.0,First Baseman and Leftfielder,0,1,0,0,0,0,0
holmes002wil,none,0,nan,26.0,left,left,73.0,195.0,First Baseman,0,1,0,0,0,0,0
ham001kev,none,0,nan,13.0,right,right,73.0,195.0,Outfielder,0,0,0,0,0,0,1
willia002kev,none,0,nan,30.0,right,right,72.0,175.0,Outfielder,0,0,0,0,0,0,1
dobson001sea,none,0,nan,40.0,right,left,69.0,180.0,Outfielder,0,0,0,0,0,0,1
mccann002jam,mccanja02,1,2.8,2.0,right,right,74.0,210.0,Catcher,0,0,0,0,0,1,0
torber001wal,none,0,nan,17.0,right,right,76.0,205.0,Outfielder,0,0,0,0,0,0,1
deleon000mic,none,0,nan,nan,both,right,73.0,160.0,Shortstop and Second Baseman,0,0,1,0,1,0,0
scales001bob,scalebo01,1,0.1,14.0,both,right,72.0,185.0,"Second Baseman, Outfielder and Third Baseman",0,0,1,1,0,0,1
finche000jak,none,0,nan,29.0,right,right,73.0,185.0,Outfielder,0,0,0,0,0,0,1
pujada001fer,none,0,nan,nan,right,right,73.0,210.0,Catcher,0,0,0,0,0,1,0
tilson000cha,tilsoch01,1,0.0,2.0,left,left,71.0,195.0,Centerfielder,0,0,0,0,0,0,0
hart002jas,hartja01,1,0.1,5.0,right,right,76.0,237.0,First Baseman and Outfielder,0,1,0,0,0,0,1
cole000hun,none,0,nan,26.0,right,right,73.0,190.0,Rightfielder and Second Baseman,0,0,1,0,0,0,0
hernan011mig,none,0,nan,nan,right,right,74.0,175.0,Outfielder,0,0,0,0,0,0,1
harris006jos,harrijo05,1,13.0,6.0,right,right,68.0,180.0,"Second Baseman, Third Baseman and Outfielder",0,0,1,1,0,0,1
sportm000jp,none,0,nan,27.0,right,right,69.0,190.0,Outfielder and Second Baseman,0,0,1,0,0,0,1
blair000zak,none,0,nan,20.0,left,right,70.0,190.0,Second Baseman and Outfielder,0,0,1,0,0,0,1
almont001den,none,0,nan,2.0,both,right,74.0,190.0,Outfielder,0,0,0,0,0,0,1
scharr001jam,none,0,nan,2.0,right,right,76.0,220.0,First Baseman,0,1,0,0,0,0,0
harrin001dus,none,0,nan,34.0,right,right,71.0,180.0,"Third Baseman, Shortstop and Second Baseman",0,0,1,1,1,0,0
fariss001mon,farismo01,1,-0.2,1.0,right,right,76.0,180.0,"Shortstop, Outfielder and Second Baseman",0,0,1,0,1,0,1
strang001mic,none,0,nan,47.0,right,right,72.0,172.0,"Second Baseman, Third Baseman and Shortstop",0,0,1,1,1,0,0
marcon001rob,none,0,nan,22.0,right,right,73.0,200.0,"Outfielder, Third Baseman and Second Baseman",0,0,1,1,0,0,1
betts000jor,none,0,nan,18.0,right,right,75.0,220.0,Third Baseman and First Baseman,0,1,0,1,0,0,0
suero000dan,none,0,nan,nan,left,left,72.0,165.0,Centerfielder and First Baseman,0,1,0,0,0,0,0
gabrie001den,none,0,nan,nan,both,right,72.0,150.0,"Shortstop, Second Baseman and Third Baseman",0,0,1,1,1,0,0
sosa000rub,none,0,nan,23.0,both,right,67.0,170.0,Outfielder and Second Baseman,0,0,1,0,0,0,1
cone001zac,none,0,nan,1.0,right,right,74.0,212.0,Outfielder,0,0,0,0,0,0,1
nunez001arg,none,0,nan,nan,right,right,73.0,170.0,Outfielder,0,0,0,0,0,0,1
medina000rey,none,0,nan,nan,left,left,72.0,220.0,Outfielder and First Baseman,0,1,0,0,0,0,1
gutier000adr,none,0,nan,nan,right,right,74.0,205.0,Catcher and Rightfielder,0,0,0,0,0,1,0
shier001pet,none,0,nan,9.0,right,right,74.0,165.0,"Shortstop, Second Baseman and Outfielder",0,0,1,0,1,0,1
madril001wil,none,0,nan,nan,right,right,73.0,190.0,Catcher and First Baseman,0,1,0,0,0,1,0
tenbri001nat,none,0,nan,7.0,left,right,74.0,200.0,"Third Baseman, Outfielder and First Baseman",0,1,0,1,0,0,1
robert001dar,none,0,nan,12.0,right,right,72.0,215.0,Outfielder,0,0,0,0,0,0,1
frith001rya,none,0,nan,17.0,right,right,74.0,185.0,Outfielder,0,0,0,0,0,0,1
jordan002edw,none,0,nan,nan,right,right,73.0,190.0,Outfielder,0,0,0,0,0,0,1
dale001lac,none,0,nan,nan,right,right,75.0,232.0,First Baseman and Third Baseman,0,1,0,1,0,0,0
evans001sta,none,0,nan,10.0,left,right,71.0,175.0,Outfielder,0,0,0,0,0,0,1
stoner001mic,none,0,nan,nan,right,right,70.0,210.0,Outfielder and First Baseman,0,1,0,0,0,0,1
harvey001aar,none,0,nan,nan,left,right,69.0,180.0,Outfielder,0,0,0,0,0,0,1
ellsbu001jac,ellsbja01,1,29.9,1.0,left,left,73.0,195.0,Outfielder,0,0,0,0,0,0,1
pechek001ton,none,0,nan,41.0,both,right,74.0,195.0,Catcher,0,0,0,0,0,1,0
hill002nic,none,0,nan,26.0,right,right,76.0,190.0,"Outfielder, Third Baseman and Designated Hitter",1,0,0,1,0,0,1
mastel001dan,masteda01,1,-0.9,11.0,left,left,72.0,185.0,First Baseman and Outfielder,0,1,0,0,0,0,1
deberr001jos,none,0,nan,3.0,left,left,74.0,195.0,First Baseman and Outfielder,0,1,0,0,0,0,1
thomas003ton,none,0,nan,3.0,right,right,70.0,180.0,"Second Baseman, Leftfielder and Shortstop",0,0,1,0,1,0,0
scheib002pau,none,0,nan,41.0,both,right,75.0,200.0,Outfielder,0,0,0,0,0,0,1
wolfe002jos,none,0,nan,33.0,left,right,69.0,205.0,Catcher,0,0,0,0,0,1,0
gonzal001axe,none,0,nan,41.0,right,right,71.0,165.0,Outfielder,0,0,0,0,0,0,1
edmond002chr,none,0,nan,43.0,left,right,72.0,200.0,Outfielder and First Baseman,0,1,0,0,0,0,1
quinte001hum,quinthu01,1,2.1,nan,right,right,70.0,215.0,Catcher,0,0,0,0,0,1,0
healey001jac,none,0,nan,27.0,right,right,74.0,180.0,Shortstop,0,0,0,0,1,0,0
torres001tom,none,0,nan,nan,right,right,71.0,165.0,Shortstop and Third Baseman,0,0,0,1,1,0,0
davenp001ade,none,0,nan,18.0,right,right,71.0,195.0,"First Baseman, Third Baseman and Outfielder",0,1,0,1,0,0,1
darter001kei,none,0,nan,nan,left,left,72.0,180.0,Outfielder,0,0,0,0,0,0,1
forres001gar,none,0,nan,20.0,right,right,72.0,175.0,"Shortstop, Third Baseman and Second Baseman",0,0,1,1,1,0,0
mundy001ric,none,0,nan,36.0,right,right,74.0,205.0,Catcher and First Baseman,0,1,0,0,0,1,0
fonten001mic,fontemi01,1,4.5,1.0,left,right,69.0,165.0,"Second Baseman, Third Baseman and Shortstop",0,0,1,1,1,0,0
gregor003mar,gregodi01,1,11.0,nan,left,right,75.0,205.0,Shortstop and Second Baseman,0,0,1,0,1,0,0
diaz005fra,none,0,nan,nan,both,right,71.0,185.0,Catcher and Leftfielder,0,0,0,0,0,1,0
gebhar000rya,none,0,nan,17.0,right,right,71.0,195.0,"Shortstop, Second Baseman and Third Baseman",0,0,1,1,1,0,0
markie001bra,none,0,nan,nan,right,right,75.0,205.0,"Third Baseman, First Baseman and Shortstop",0,1,0,1,1,0,0
schlei001mar,none,0,nan,20.0,right,right,73.0,180.0,"Shortstop, Third Baseman and Leftfielder",0,0,0,1,1,0,0
carney001bar,none,0,nan,20.0,both,right,71.0,170.0,Outfielder,0,0,0,0,0,0,1
callih001joh,none,0,nan,nan,right,right,73.0,205.0,First Baseman and Third Baseman,0,1,0,1,0,0,0
hudson004rob,none,0,nan,39.0,right,right,71.0,185.0,Outfielder,0,0,0,0,0,0,1
sweene001dar,sweenda02,1,-0.5,13.0,both,right,73.0,195.0,"Second Baseman, Shortstop and Outfielder",0,0,1,0,1,0,1
cadien001bre,none,0,nan,9.0,left,left,71.0,180.0,Outfielder,0,0,0,0,0,0,1
brouss001ben,brousbe01,1,4.4,2.0,left,left,74.0,220.0,First Baseman and Outfielder,0,1,0,0,0,0,1
capria000ale,none,0,nan,nan,right,right,71.0,190.0,Catcher,0,0,0,0,0,1,0
sorian001alf,soriaal01,1,27.4,nan,right,right,73.0,195.0,"Outfielder, Second Baseman and Shortstop",0,0,1,0,1,0,1
mateo001hen,mateohe01,1,-0.8,2.0,both,right,72.0,175.0,"Second Baseman, Outfielder and Third Baseman",0,0,1,1,0,0,1
scott001cha,none,0,nan,nan,right,right,71.0,198.0,"Catcher, First Baseman and Third Baseman",0,1,0,1,0,1,0
gregg002wil,greggto01,1,-1.2,7.0,left,left,73.0,190.0,Outfielder and First Baseman,0,1,0,0,0,0,1
groves001tim,none,0,nan,22.0,both,right,71.0,180.0,"Shortstop, Third Baseman and Second Baseman",0,0,1,1,1,0,0
palinc001tim,none,0,nan,40.0,left,right,75.0,190.0,Rightfielder,0,0,0,0,0,0,0
nash001rob,none,0,nan,nan,left,right,72.0,190.0,Outfielder,0,0,0,0,0,0,1
thornt001b,none,0,nan,40.0,left,right,68.0,162.0,Outfielder,0,0,0,0,0,0,1
dismuk001jam,none,0,nan,12.0,left,right,73.0,210.0,First Baseman,0,1,0,0,0,0,0
esasky001nic,esaskni01,1,8.2,1.0,right,right,75.0,200.0,"Third Baseman, First Baseman and Outfielder",0,1,0,1,0,0,1
felix001her,none,0,nan,nan,right,right,75.0,180.0,Catcher,0,0,0,0,0,1,0
mesa001aud,none,0,nan,nan,right,right,71.0,175.0,Second Baseman and Third Baseman,0,0,1,1,0,0,0
johnso002jac,none,0,nan,30.0,right,right,75.0,215.0,Catcher and First Baseman,0,1,0,0,0,1,0
wallac002chr,none,0,nan,16.0,right,right,72.0,220.0,Catcher and First Baseman,0,1,0,0,0,1,0
sosa001ric,none,0,nan,nan,right,right,73.0,200.0,Third Baseman,0,0,0,1,0,0,0
garzil000mik,none,0,nan,25.0,right,right,71.0,185.0,Second Baseman,0,0,1,0,0,0,0
smyres001jus,none,0,nan,11.0,right,right,72.0,175.0,"Second Baseman, Shortstop and Third Baseman",0,0,1,1,1,0,0
lizard000bry,none,0,nan,nan,both,right,72.0,205.0,Third Baseman and First Baseman,0,1,0,1,0,0,0
hamilt001dar,hamilda02,1,16.7,11.0,left,right,73.0,180.0,Outfielder,0,0,0,0,0,0,1
cruz002jos,none,0,nan,36.0,both,right,73.0,180.0,Outfielder,0,0,0,0,0,0,1
oeder001ros,none,0,nan,28.0,right,right,68.0,165.0,"Second Baseman, Shortstop and Third Baseman",0,0,1,1,1,0,0
bridge001ant,none,0,nan,nan,both,right,72.0,180.0,Shortstop and Second Baseman,0,0,1,0,1,0,0
darjea001joh,none,0,nan,6.0,right,right,73.0,175.0,Outfielder,0,0,0,0,0,0,1
tillma001dar,none,0,nan,nan,right,right,72.0,180.0,Outfielder,0,0,0,0,0,0,1
downes000bra,none,0,nan,7.0,right,right,75.0,195.0,Outfielder,0,0,0,0,0,0,1
sander002reg,sandere02,1,39.6,7.0,right,right,72.0,180.0,Outfielder,0,0,0,0,0,0,1
llanos001aur,none,0,nan,nan,right,right,75.0,220.0,"Outfielder, Third Baseman and First Baseman",0,1,0,1,0,0,1
padill001jua,none,0,nan,nan,right,right,73.0,185.0,Outfielder,0,0,0,0,0,0,1
wise001jer,none,0,nan,5.0,right,right,72.0,210.0,First Baseman and Catcher,0,1,0,0,0,1,0
lopez003raf,none,0,nan,8.0,right,right,72.0,200.0,"Catcher, Outfielder and Third Baseman",0,0,0,1,0,1,1
brunne001mic,none,0,nan,nan,right,right,75.0,195.0,Catcher,0,0,0,0,0,1,0
slayba000col,none,0,nan,26.0,left,right,74.0,185.0,Catcher and Centerfielder,0,0,0,0,0,1,0
opitz001sha,none,0,nan,11.0,left,right,73.0,180.0,"Shortstop, Second Baseman and Third Baseman",0,0,1,1,1,0,0
seferi000dar,none,0,nan,5.0,left,right,69.0,175.0,"Second Baseman, Third Baseman and Designated Hitter",1,0,1,1,0,0,0
sandel001geo,none,0,nan,nan,left,right,70.0,175.0,"Shortstop, Second Baseman and Outfielder",0,0,1,0,1,0,1
gerald001edw,none,0,nan,3.0,both,right,75.0,205.0,Outfielder,0,0,0,0,0,0,1
delcam001man,none,0,nan,nan,right,right,70.0,200.0,Catcher,0,0,0,0,0,1,0
messer001mic,none,0,nan,13.0,right,right,76.0,225.0,First Baseman and Outfielder,0,1,0,0,0,0,1
alfonz003edg,alfoned01,1,28.7,nan,right,right,71.0,210.0,"Third Baseman, Second Baseman and Shortstop",0,0,1,1,1,0,0
vargas008jos,none,0,nan,22.0,right,right,75.0,225.0,"Third Baseman, First Baseman and Shortstop",0,1,0,1,1,0,0
nunez003ale,none,0,nan,nan,right,right,71.0,175.0,Second Baseman,0,0,1,0,0,0,0
corsal001jef,none,0,nan,6.0,left,right,72.0,190.0,Outfielder,0,0,0,0,0,0,1
jones006ter,joneste02,1,0.8,40.0,both,right,70.0,165.0,Outfielder,0,0,0,0,0,0,1
murphy005jac,none,0,nan,31.0,both,right,76.0,235.0,Catcher,0,0,0,0,0,1,0
saffer001jef,none,0,nan,10.0,right,right,76.0,220.0,Outfielder and First Baseman,0,1,0,0,0,0,1
eusebi001rau,eusebto01,1,4.4,nan,right,right,74.0,180.0,Catcher,0,0,0,0,0,1,0
dawkin001wal,none,0,nan,15.0,right,right,70.0,195.0,Outfielder,0,0,0,0,0,0,1
dabbs001mic,none,0,nan,17.0,left,right,72.0,185.0,Outfielder,0,0,0,0,0,0,1
word001rob,none,0,nan,10.0,left,left,74.0,220.0,First Baseman and Outfielder,0,1,0,0,0,0,1
ide001ant,none,0,nan,21.0,right,right,72.0,170.0,Outfielder,0,0,0,0,0,0,1
cruz004lui,none,0,nan,nan,right,right,72.0,180.0,Second Baseman,0,0,1,0,0,0,0
maxwel001n,none,0,nan,nan,right,right,74.0,190.0,Catcher,0,0,0,0,0,1,0
lamas001ant,none,0,nan,nan,right,right,69.0,165.0,"Shortstop, Second Baseman and Third Baseman",0,0,1,1,1,0,0
campos001tia,none,0,nan,nan,right,right,74.0,170.0,Outfielder,0,0,0,0,0,0,1
deacon000jar,none,0,nan,33.0,left,right,72.0,195.0,Catcher,0,0,0,0,0,1,0
degifi001vin,none,0,nan,17.0,left,right,72.0,195.0,First Baseman,0,1,0,0,0,0,0
poythr002ric,none,0,nan,2.0,right,right,76.0,235.0,First Baseman,0,1,0,0,0,0,0
gregor001tho,gregoto01,1,-0.1,27.0,right,right,74.0,200.0,Catcher,0,0,0,0,0,1,0
natal001rob,natalro01,1,-1.7,13.0,right,right,71.0,190.0,Catcher,0,0,0,0,0,1,0
arroyo003car,none,0,nan,nan,left,right,71.0,150.0,"Outfielder, Second Baseman and First Baseman",0,1,1,0,0,0,1
pridie001jas,pridija01,1,0.3,2.0,left,right,73.0,205.0,Outfielder,0,0,0,0,0,0,1
stifle001jas,none,0,nan,nan,right,right,72.0,215.0,Catcher,0,0,0,0,0,1,0
hicks001aar,hicksaa01,1,4.7,1.0,both,right,73.0,202.0,Outfielder,0,0,0,0,0,0,1
pierce002mic,none,0,nan,28.0,right,right,73.0,225.0,Catcher,0,0,0,0,0,1,0
encarn001hen,none,0,nan,nan,both,right,72.0,170.0,"Shortstop, Second Baseman and Third Baseman",0,0,1,1,1,0,0
brusa000gio,none,0,nan,6.0,both,right,75.0,235.0,Outfielder and Designated Hitter,1,0,0,0,0,0,1
romero003wil,none,0,nan,nan,right,right,72.0,170.0,Outfielder,0,0,0,0,0,0,1
steige000bra,none,0,nan,nan,left,right,73.0,195.0,"First Baseman, Third Baseman and Leftfielder",0,1,0,1,0,0,0
erstad001dar,erstada01,1,32.3,1.0,left,left,74.0,195.0,Outfielder and First Baseman,0,1,0,0,0,0,1
morel001pli,none,0,nan,nan,right,right,71.0,185.0,"Catcher, Outfielder and Third Baseman",0,0,0,1,0,1,1
jimene001dan,jimend'01,1,8.1,nan,both,right,72.0,190.0,"Shortstop, Second Baseman and Third Baseman",0,0,1,1,1,0,0
rock001jam,none,0,nan,nan,right,right,72.0,195.0,Outfielder and First Baseman,0,1,0,0,0,0,1
armstr001mel,none,0,nan,16.0,left,right,75.0,210.0,Catcher,0,0,0,0,0,1,0
hazlet001ste,none,0,nan,20.0,right,right,71.0,200.0,Outfielder and Shortstop,0,0,0,0,1,0,1
mcgoni001wil,none,0,nan,nan,right,right,73.0,175.0,Outfielder,0,0,0,0,0,0,1
tucker002pre,tuckepr01,1,-0.9,7.0,left,left,72.0,215.0,Outfielder and Designated Hitter,1,0,0,0,0,0,1
bellia001raf,bellira01,1,0.1,nan,right,right,66.0,160.0,Shortstop and Second Baseman,0,0,1,0,1,0,0
zapata001ped,none,0,nan,nan,right,right,76.0,185.0,Outfielder,0,0,0,0,0,0,1
bichet000bo,none,0,nan,2.0,right,right,72.0,200.0,"Shortstop, Second Baseman and Designated Hitter",1,0,1,0,1,0,0
sharpe001gra,none,0,nan,5.0,left,right,76.0,215.0,First Baseman,0,1,0,0,0,0,0
zamora001jun,none,0,nan,nan,right,right,74.0,198.0,Third Baseman and First Baseman,0,1,0,1,0,0,0
saltzg001bri,none,0,nan,24.0,right,right,71.0,175.0,"Outfielder, Catcher and First Baseman",0,1,0,0,0,1,1
baez001ern,none,0,nan,nan,both,right,72.0,180.0,Outfielder,0,0,0,0,0,0,1
durham001tyl,none,0,nan,37.0,right,right,72.0,190.0,"Second Baseman, First Baseman and Third Baseman",0,1,1,1,0,0,0
alfaro001jor,alfarjo01,1,-0.3,nan,right,right,74.0,225.0,Catcher and First Baseman,0,1,0,0,0,1,0
rives001she,none,0,nan,nan,right,right,74.0,195.0,"Shortstop, Second Baseman and Third Baseman",0,0,1,1,1,0,0
lasher001mat,none,0,nan,27.0,right,right,71.0,178.0,"Shortstop, Second Baseman and First Baseman",0,1,1,0,1,0,0
matos001mal,none,0,nan,nan,right,right,74.0,175.0,Outfielder,0,0,0,0,0,0,1
huskey001rob,huskebu01,1,0.9,7.0,right,right,75.0,244.0,"Third Baseman, Outfielder and First Baseman",0,1,0,1,0,0,1
blair001rya,none,0,nan,21.0,left,right,74.0,185.0,Outfielder and First Baseman,0,1,0,0,0,0,1
dennis001sco,none,0,nan,34.0,right,right,69.0,155.0,"Shortstop, Second Baseman and Third Baseman",0,0,1,1,1,0,0
nessmi001joh,none,0,nan,nan,right,right,74.0,212.0,Catcher,0,0,0,0,0,1,0
morris003rob,none,0,nan,9.0,left,right,72.0,175.0,"Second Baseman, First Baseman and Outfielder",0,1,1,0,0,0,1
rittma001alv,none,0,nan,48.0,right,right,72.0,170.0,"Shortstop, Third Baseman and Second Baseman",0,0,1,1,1,0,0
vanden001joh,none,0,nan,25.0,right,right,74.0,210.0,Catcher and First Baseman,0,1,0,0,0,1,0
ledbet001ted,none,0,nan,23.0,right,right,75.0,205.0,Outfielder,0,0,0,0,0,0,1
maglic000luk,none,0,nan,34.0,left,right,75.0,210.0,Rightfielder,0,0,0,0,0,0,0
bray001aar,none,0,nan,27.0,left,right,72.0,180.0,First Baseman and Third Baseman,0,1,0,1,0,0,0
glessn001jer,none,0,nan,nan,right,right,72.0,220.0,Catcher,0,0,0,0,0,1,0
mcaffe001jos,none,0,nan,4.0,right,right,73.0,209.0,Catcher,0,0,0,0,0,1,0
villar001jos,none,0,nan,nan,right,right,73.0,170.0,Outfielder,0,0,0,0,0,0,1
chorub000nic,none,0,nan,18.0,left,right,72.0,190.0,Outfielder,0,0,0,0,0,0,1
batist001ang,none,0,nan,nan,left,left,75.0,193.0,Outfielder,0,0,0,0,0,0,1
lindau000tho,none,0,nan,23.0,right,right,74.0,185.0,Shortstop and Second Baseman,0,0,1,0,1,0,0
torres001fre,none,0,nan,nan,right,right,70.0,165.0,"Third Baseman, Shortstop and Second Baseman",0,0,1,1,1,0,0
cacini001ron,none,0,nan,68.0,right,right,75.0,185.0,"Shortstop, Third Baseman and Second Baseman",0,0,1,1,1,0,0
kay001kev,none,0,nan,29.0,left,right,71.0,190.0,"Outfielder, Catcher and Third Baseman",0,0,0,1,0,1,1
sasser001mac,sassema01,1,0.3,5.0,left,right,73.0,190.0,"Catcher, Outfielder and First Baseman",0,1,0,0,0,1,1
sherro001jus,none,0,nan,19.0,right,right,74.0,210.0,Outfielder and Third Baseman,0,0,0,1,0,0,1
torres001raf,none,0,nan,nan,right,right,72.0,185.0,Outfielder,0,0,0,0,0,0,1
uribe001jos,uribejo01,1,8.7,nan,both,right,70.0,155.0,Shortstop,0,0,0,0,1,0,0
tolli001bar,none,0,nan,8.0,right,right,74.0,200.0,Outfielder,0,0,0,0,0,0,1
sanche001jea,none,0,nan,nan,right,right,75.0,170.0,First Baseman and Catcher,0,1,0,0,0,1,0
tiller000jor,none,0,nan,nan,right,right,71.0,160.0,Catcher,0,0,0,0,0,1,0
bailey000hun,none,0,nan,28.0,right,right,72.0,180.0,"Second Baseman, Third Baseman and Shortstop",0,0,1,1,1,0,0
willia001jov,none,0,nan,nan,right,right,74.0,165.0,Catcher,0,0,0,0,0,1,0
cabrer004jos,none,0,nan,14.0,right,right,71.0,195.0,Outfielder,0,0,0,0,0,0,1
morale002osv,none,0,nan,nan,right,right,74.0,217.0,First Baseman and Third Baseman,0,1,0,1,0,0,0
pigott000dan,none,0,nan,9.0,right,right,74.0,205.0,First Baseman and Outfielder,0,1,0,0,0,0,1
derosa001mar,derosma01,1,9.8,7.0,right,right,73.0,215.0,"Shortstop, Outfielder and Third Baseman",0,0,0,1,1,0,1
norris001sha,none,0,nan,9.0,left,right,74.0,170.0,"Third Baseman, Second Baseman and Shortstop",0,0,1,1,1,0,0
schult009joh,none,0,nan,34.0,left,left,71.0,195.0,Outfielder,0,0,0,0,0,0,1
