milb_id,mlb_id,mlb,war,draft,bats,throws,height,weight,positions,designated,first,second,third,shortstop,catcher,outfielder
goebbe001jac,goebbja01,1,-0.1,13.0,left,left,72.0,210.0,Outfielder and First Baseman,0,1,0,0,0,0,1
gavin002tho,none,0,nan,24.0,right,right,75.0,210.0,Third Baseman and Outfielder,0,0,0,1,0,0,1
solart001yan,solarya01,1,6.6,nan,both,right,71.0,205.0,"Second Baseman, Third Baseman and Outfielder",0,0,1,1,0,0,1
batist002jea,none,0,nan,nan,both,right,74.0,180.0,"Second Baseman, Shortstop and First Baseman",0,1,1,0,1,0,0
twine000jus,none,0,nan,2.0,right,right,71.0,205.0,Shortstop and Second Baseman,0,0,1,0,1,0,0
sanche002adr,sanchad01,1,-0.2,nan,right,right,72.0,160.0,"Second Baseman, Third Baseman and Shortstop",0,0,1,1,1,0,0
bocock001bri,bococbr01,1,-0.9,9.0,right,right,71.0,185.0,"Shortstop, Second Baseman and Third Baseman",0,0,1,1,1,0,0
leach001jal,leachja01,1,-0.2,7.0,left,left,74.0,200.0,Outfielder,0,0,0,0,0,0,1
bonvec001bre,none,0,nan,37.0,left,right,73.0,190.0,Third Baseman and First Baseman,0,1,0,1,0,0,0
mcconn002chr,none,0,nan,9.0,right,right,69.0,170.0,Shortstop and Second Baseman,0,0,1,0,1,0,0
hubbar001jer,none,0,nan,nan,right,right,68.0,165.0,Catcher,0,0,0,0,0,1,0
rodrig020fra,none,0,nan,nan,right,right,73.0,220.0,Outfielder and First Baseman,0,1,0,0,0,0,1
manwar001mar,none,0,nan,nan,right,right,73.0,175.0,Outfielder,0,0,0,0,0,0,1
randle001mic,none,0,nan,nan,right,right,69.0,170.0,Second Baseman and Third Baseman,0,0,1,1,0,0,0
gulick001tra,none,0,nan,23.0,right,right,75.0,215.0,Outfielder,0,0,0,0,0,0,1
ozarow001ric,none,0,nan,30.0,both,right,69.0,175.0,"Second Baseman, Shortstop and Third Baseman",0,0,1,1,1,0,0
hammon001jam,none,0,nan,23.0,right,right,72.0,175.0,"Shortstop, Second Baseman and Third Baseman",0,0,1,1,1,0,0
elliot000cod,none,0,nan,21.0,right,right,72.0,170.0,Centerfielder,0,0,0,0,0,0,0
ezi001tra,none,0,nan,12.0,both,left,72.0,175.0,Outfielder,0,0,0,0,0,0,1
laake001pet,none,0,nan,48.0,left,left,73.0,195.0,First Baseman,0,1,0,0,0,0,0
carter000jod,none,0,nan,24.0,right,right,70.0,170.0,Outfielder,0,0,0,0,0,0,1
joffri001jac,none,0,nan,8.0,right,right,71.0,170.0,"Shortstop, Second Baseman and Third Baseman",0,0,1,1,1,0,0
mallor001mic,none,0,nan,2.0,right,right,75.0,190.0,Outfielder,0,0,0,0,0,0,1
morale001jon,none,0,nan,25.0,right,right,71.0,180.0,"Catcher, Designated Hitter and First Baseman",1,1,0,0,0,1,0
lage000jes,none,0,nan,nan,right,right,73.0,155.0,"Shortstop, Second Baseman and Third Baseman",0,0,1,1,1,0,0
camarg000joh,camarjo01,1,0.8,nan,both,right,72.0,160.0,"Shortstop, Third Baseman and Second Baseman",0,0,1,1,1,0,0
topaum001tho,none,0,nan,39.0,right,right,75.0,210.0,Catcher,0,0,0,0,0,1,0
gonzal012ric,none,0,nan,29.0,right,right,69.0,180.0,Catcher,0,0,0,0,0,1,0
jay001jon,jayjo02,1,12.8,2.0,left,left,71.0,195.0,Outfielder,0,0,0,0,0,0,1
lush001zac,none,0,nan,46.0,right,right,75.0,190.0,Catcher and First Baseman,0,1,0,0,0,1,0
gennet001rya,gennesc01,1,6.9,16.0,left,right,70.0,185.0,Second Baseman,0,0,1,0,0,0,0
johnso001ben,none,0,nan,29.0,right,right,72.0,185.0,"Shortstop, Second Baseman and Third Baseman",0,0,1,1,1,0,0
moon002cha,none,0,nan,nan,both,right,72.0,185.0,"Shortstop, Second Baseman and Third Baseman",0,0,1,1,1,0,0
lyden001mit,lydenmi01,1,0.1,4.0,right,right,75.0,225.0,Catcher and First Baseman,0,1,0,0,0,1,0
maule001jas,none,0,nan,23.0,left,right,72.0,170.0,"Second Baseman, Third Baseman and Outfielder",0,0,1,1,0,0,1
wade000aus,none,0,nan,5.0,left,left,73.0,185.0,Outfielder and Designated Hitter,1,0,0,0,0,0,1
napole001dus,none,0,nan,19.0,left,right,74.0,210.0,First Baseman and Catcher,0,1,0,0,0,1,0
kaub001kei,none,0,nan,28.0,right,right,76.0,230.0,First Baseman,0,1,0,0,0,0,0
franco001mai,francma02,1,1.9,nan,right,right,73.0,215.0,Third Baseman and First Baseman,0,1,0,1,0,0,0
navas001jes,none,0,nan,nan,both,right,72.0,170.0,Shortstop and Second Baseman,0,0,1,0,1,0,0
nixon001mic,none,0,nan,3.0,right,right,75.0,210.0,Catcher and Leftfielder,0,0,0,0,0,1,0
medosc001kei,none,0,nan,17.0,right,right,71.0,175.0,"Outfielder, Second Baseman and Shortstop",0,0,1,0,1,0,1
riek001cli,none,0,nan,nan,right,right,73.0,195.0,First Baseman and Third Baseman,0,1,0,1,0,0,0
zunino001mic,zuninmi01,1,3.0,1.0,right,right,74.0,220.0,Catcher,0,0,0,0,0,1,0
cosby001rob,none,0,nan,10.0,right,right,73.0,215.0,"Third Baseman, Outfielder and First Baseman",0,1,0,1,0,0,1
jones002gar,jonesga02,1,2.9,14.0,left,left,77.0,235.0,First Baseman and Outfielder,0,1,0,0,0,0,1
magee001wen,mageewe01,1,0.0,12.0,right,right,72.0,225.0,Outfielder,0,0,0,0,0,0,1
lopez001est,none,0,nan,25.0,right,right,73.0,210.0,Catcher,0,0,0,0,0,1,0
mathis000wya,none,0,nan,2.0,right,right,72.0,227.0,Third Baseman and Catcher,0,0,0,1,0,1,0
pelleg001bri,none,0,nan,12.0,right,right,73.0,240.0,First Baseman and Leftfielder,0,1,0,0,0,0,0
holmes000tra,none,0,nan,11.0,right,right,72.0,165.0,Outfielder,0,0,0,0,0,0,1
jirsch001jer,none,0,nan,30.0,right,right,69.0,195.0,"Rightfielder, Third Baseman and Second Baseman",0,0,1,1,0,0,0
wakaku001ken,none,0,nan,nan,right,right,71.0,185.0,Catcher and Second Baseman,0,0,1,0,0,1,0
armita001jan,none,0,nan,nan,both,right,77.0,210.0,Outfielder,0,0,0,0,0,0,1
lignit001jer,none,0,nan,6.0,left,right,74.0,210.0,Catcher and First Baseman,0,1,0,0,0,1,0
nieves002jua,none,0,nan,nan,right,right,75.0,170.0,Outfielder and First Baseman,0,1,0,0,0,0,1
rogers002jas,rogerja02,1,0.3,32.0,right,right,73.0,260.0,"First Baseman, Third Baseman and Leftfielder",0,1,0,1,0,0,0
holley001jac,none,0,nan,41.0,right,right,72.0,188.0,"Third Baseman, Second Baseman and Shortstop",0,0,1,1,1,0,0
velazq001gil,velazgi01,1,-0.3,14.0,right,right,74.0,185.0,"Shortstop, Second Baseman and Third Baseman",0,0,1,1,1,0,0
polo000tit,none,0,nan,nan,right,right,70.0,195.0,Outfielder,0,0,0,0,0,0,1
kady001dav,none,0,nan,nan,left,right,71.0,205.0,Catcher,0,0,0,0,0,1,0
humphr001ben,none,0,nan,28.0,right,right,76.0,225.0,First Baseman and Leftfielder,0,1,0,0,0,0,0
brigna001jam,none,0,nan,3.0,right,right,75.0,175.0,Outfielder and Shortstop,0,0,0,0,1,0,1
tiesin001tyl,none,0,nan,55.0,right,right,75.0,200.0,"Catcher, Outfielder and First Baseman",0,1,0,0,0,1,1
riggan001sha,riggash01,1,-0.1,24.0,right,right,74.0,200.0,Catcher,0,0,0,0,0,1,0
araujo001vic,none,0,nan,nan,right,right,72.0,180.0,"Third Baseman, Second Baseman and Shortstop",0,0,1,1,1,0,0
dragic001jef,none,0,nan,18.0,right,right,74.0,200.0,"Third Baseman, Shortstop and Second Baseman",0,0,1,1,1,0,0
filson001mat,none,0,nan,nan,left,right,70.0,190.0,Outfielder,0,0,0,0,0,0,1
kerian000dav,none,0,nan,9.0,both,right,75.0,200.0,First Baseman,0,1,0,0,0,0,0
guzman001rob,none,0,nan,18.0,left,left,71.0,200.0,Outfielder,0,0,0,0,0,0,1
figuer002ste,figueco01,1,-0.2,6.0,left,right,70.0,185.0,"Second Baseman, Third Baseman and Shortstop",0,0,1,1,1,0,0
marte000san,none,0,nan,nan,right,right,69.0,185.0,"Second Baseman, Shortstop and Third Baseman",0,0,1,1,1,0,0
reynol001ron,reynoro02,1,-2.1,5.0,right,right,72.0,200.0,Catcher,0,0,0,0,0,1,0
ready001ran,readyra01,1,10.9,6.0,right,right,71.0,180.0,"Third Baseman, Outfielder and Second Baseman",0,0,1,1,0,0,1
hardy003joh,none,0,nan,7.0,right,right,73.0,180.0,Shortstop and Second Baseman,0,0,1,0,1,0,0
lombar001dom,none,0,nan,nan,right,right,70.0,205.0,Catcher,0,0,0,0,0,1,0
mangha001eri,none,0,nan,17.0,right,right,71.0,180.0,Outfielder,0,0,0,0,0,0,1
campos002jes,none,0,nan,24.0,right,right,70.0,175.0,"Shortstop, Third Baseman and Second Baseman",0,0,1,1,1,0,0
robert002bra,none,0,nan,45.0,left,right,76.0,225.0,First Baseman and Outfielder,0,1,0,0,0,0,1
farkes001zak,none,0,nan,39.0,right,right,71.0,190.0,"Third Baseman, Catcher and First Baseman",0,1,0,1,0,1,0
betanc002osc,none,0,nan,30.0,right,right,73.0,200.0,Third Baseman,0,0,0,1,0,0,0
brown001jim,none,0,nan,40.0,both,right,71.0,165.0,"Second Baseman, Outfielder and Third Baseman",0,0,1,1,0,0,1
nunez002jho,none,0,nan,nan,both,right,69.0,165.0,Catcher,0,0,0,0,0,1,0
bubela001jai,bubelja01,1,-0.1,7.0,left,right,73.0,200.0,Outfielder,0,0,0,0,0,0,1
mack000cha,none,0,nan,29.0,left,left,70.0,205.0,Outfielder,0,0,0,0,0,0,1
snelli001all,none,0,nan,nan,right,right,73.0,180.0,"Second Baseman, Outfielder and Third Baseman",0,0,1,1,0,0,1
bell001cur,none,0,nan,53.0,right,right,61.0,185.0,Catcher and First Baseman,0,1,0,0,0,1,0
gelbri001log,none,0,nan,35.0,right,right,75.0,205.0,Catcher,0,0,0,0,0,1,0
hernan001ram,none,0,nan,nan,right,right,72.0,160.0,Shortstop and Third Baseman,0,0,0,1,1,0,0
armstr001jas,none,0,nan,25.0,right,right,72.0,185.0,"Third Baseman, Second Baseman and Shortstop",0,0,1,1,1,0,0
simon001bra,none,0,nan,39.0,left,left,71.0,190.0,Outfielder,0,0,0,0,0,0,1
wetmor001mic,none,0,nan,7.0,both,right,69.0,170.0,Second Baseman and Shortstop,0,0,1,0,1,0,0
thobe001ste,none,0,nan,18.0,right,right,79.0,237.0,"First Baseman, Third Baseman and Catcher",0,1,0,1,0,1,0
hudson001kyl,hudsoky01,1,-0.4,4.0,left,left,71.0,175.0,Outfielder,0,0,0,0,0,0,1
butler001gar,none,0,nan,3.0,both,right,74.0,170.0,Outfielder,0,0,0,0,0,0,1
herrer004fra,none,0,nan,nan,right,right,72.0,185.0,Catcher and Second Baseman,0,0,1,0,0,1,0
reinha001dou,none,0,nan,10.0,right,right,75.0,210.0,"Third Baseman, First Baseman and Second Baseman",0,1,1,1,0,0,0
rosa001eri,none,0,nan,21.0,right,right,71.0,185.0,Catcher,0,0,0,0,0,1,0
santan003fra,none,0,nan,nan,left,left,70.0,170.0,Outfielder,0,0,0,0,0,0,1
juday001ric,none,0,nan,nan,right,right,70.0,180.0,Second Baseman and Third Baseman,0,0,1,1,0,0,0
bonill001cle,none,0,nan,nan,right,right,69.0,170.0,Second Baseman and Shortstop,0,0,1,0,1,0,0
blasi001nic,none,0,nan,12.0,right,right,70.0,200.0,Outfielder,0,0,0,0,0,0,1
boyd000bob,none,0,nan,8.0,left,right,69.0,175.0,Outfielder,0,0,0,0,0,0,1
diaz001mat,diazma02,1,3.7,17.0,right,right,72.0,215.0,Outfielder,0,0,0,0,0,0,1
clemen001jef,clemeje01,1,-1.2,1.0,left,right,73.0,220.0,Catcher and First Baseman,0,1,0,0,0,1,0
barger001mic,none,0,nan,23.0,right,right,72.0,165.0,Outfielder,0,0,0,0,0,0,1
landst001rob,none,0,nan,43.0,left,right,72.0,230.0,Outfielder and Catcher,0,0,0,0,0,1,1
sopena000nat,none,0,nan,nan,right,right,69.0,180.0,Second Baseman and Third Baseman,0,0,1,1,0,0,0
granat001ant,none,0,nan,nan,right,right,72.0,200.0,"Shortstop, Third Baseman and Second Baseman",0,0,1,1,1,0,0
mazion001rod,none,0,nan,15.0,right,right,68.0,165.0,Outfielder,0,0,0,0,0,0,1
colina001jav,none,0,nan,nan,right,right,73.0,200.0,"Second Baseman, Third Baseman and Shortstop",0,0,1,1,1,0,0
salaza001jua,none,0,nan,nan,both,right,71.0,195.0,Second Baseman and Shortstop,0,0,1,0,1,0,0
polk001pj,none,0,nan,13.0,right,right,69.0,170.0,Outfielder,0,0,0,0,0,0,1
smith017mar,none,0,nan,8.0,right,right,70.0,205.0,"Third Baseman, First Baseman and Second Baseman",0,1,1,1,0,0,0
odor001rou,none,0,nan,32.0,right,right,71.0,165.0,Shortstop and Second Baseman,0,0,1,0,1,0,0
thomps002wil,none,0,nan,7.0,left,left,73.0,180.0,First Baseman,0,1,0,0,0,0,0
solano001dan,none,0,nan,nan,right,right,69.0,200.0,"Shortstop, Third Baseman and Second Baseman",0,0,1,1,1,0,0
lebron001jes,none,0,nan,47.0,right,right,71.0,185.0,Outfielder,0,0,0,0,0,0,1
bean002wil,beanbi01,1,-2.0,4.0,left,left,72.0,185.0,Outfielder and First Baseman,0,1,0,0,0,0,1
katz001dam,none,0,nan,37.0,right,right,71.0,180.0,"Shortstop, Second Baseman and Outfielder",0,0,1,0,1,0,1
amezcu001daa,none,0,nan,nan,right,right,75.0,200.0,Catcher and First Baseman,0,1,0,0,0,1,0
tomlin001jam,none,0,nan,7.0,right,right,72.0,183.0,Outfielder,0,0,0,0,0,0,1
balagu000yas,none,0,nan,nan,right,right,74.0,215.0,Rightfielder and First Baseman,0,1,0,0,0,0,0
ramire001jul,ramirju02,1,-0.8,nan,right,right,71.0,195.0,Outfielder,0,0,0,0,0,0,1
stearn001ran,none,0,nan,12.0,left,right,72.0,190.0,Outfielder,0,0,0,0,0,0,1
abbott002cha,none,0,nan,2.0,right,right,73.0,180.0,Shortstop and Second Baseman,0,0,1,0,1,0,0
finley001bri,none,0,nan,6.0,left,left,69.0,170.0,Outfielder,0,0,0,0,0,0,1
gwynn002ant,gwynnto02,1,5.8,2.0,left,right,72.0,190.0,Outfielder,0,0,0,0,0,0,1
bailey003joh,bailema01,1,2.4,6.0,both,right,77.0,195.0,Catcher and First Baseman,0,1,0,0,0,1,0
todd001jer,none,0,nan,nan,left,right,74.0,210.0,"First Baseman, Outfielder and Catcher",0,1,0,0,0,1,1
grisha001wes,none,0,nan,12.0,right,right,73.0,195.0,Outfielder,0,0,0,0,0,0,1
peters001bry,peterbr01,1,-1.4,4.0,left,right,72.0,200.0,Outfielder,0,0,0,0,0,0,1
swift001rob,none,0,nan,nan,both,right,73.0,180.0,"Second Baseman, Shortstop and Outfielder",0,0,1,0,1,0,1
jones001rod,none,0,nan,37.0,right,right,72.0,195.0,Outfielder,0,0,0,0,0,0,1
ahrend001jay,none,0,nan,nan,left,right,74.0,210.0,Catcher and First Baseman,0,1,0,0,0,1,0
webste001ant,none,0,nan,15.0,left,right,72.0,195.0,Outfielder,0,0,0,0,0,0,1
chavez001zan,none,0,nan,19.0,left,right,70.0,200.0,Catcher,0,0,0,0,0,1,0
riepe001and,none,0,nan,nan,right,right,73.0,200.0,Catcher and Outfielder,0,0,0,0,0,1,1
sadler001don,sadledo01,1,-0.8,11.0,right,right,66.0,165.0,"Shortstop, Outfielder and Second Baseman",0,0,1,0,1,0,1
thole001jos,tholejo01,1,-0.9,13.0,left,right,73.0,205.0,Catcher and First Baseman,0,1,0,0,0,1,0
wong001joe,none,0,nan,24.0,left,right,70.0,185.0,"Shortstop, Third Baseman and Second Baseman",0,0,1,1,1,0,0
jimene001rub,none,0,nan,nan,both,right,71.0,160.0,"Second Baseman, Shortstop and Third Baseman",0,0,1,1,1,0,0
dzuril001mic,none,0,nan,7.0,right,right,72.0,192.0,"First Baseman, Second Baseman and Outfielder",0,1,1,0,0,0,1
moccia002mar,none,0,nan,26.0,right,right,71.0,180.0,"Third Baseman, Second Baseman and Shortstop",0,0,1,1,1,0,0
salced002edw,none,0,nan,nan,right,right,75.0,210.0,"Third Baseman, Rightfielder and Shortstop",0,0,0,1,1,0,0
kirkpa002mic,none,0,nan,42.0,left,left,72.0,180.0,Outfielder,0,0,0,0,0,0,1
perez009ale,none,0,nan,23.0,left,right,70.0,180.0,"Second Baseman, Outfielder and Shortstop",0,0,1,0,1,0,1
kehoe002joh,none,0,nan,26.0,right,right,72.0,185.0,"Second Baseman, Outfielder and Third Baseman",0,0,1,1,0,0,1
simpso002joh,none,0,nan,14.0,both,right,71.0,190.0,Outfielder,0,0,0,0,0,0,1
munoz005lui,none,0,nan,34.0,right,right,69.0,190.0,Catcher,0,0,0,0,0,1,0
munoz000gre,none,0,nan,nan,left,right,69.0,160.0,Second Baseman and Shortstop,0,0,1,0,1,0,0
larkin001sha,none,0,nan,9.0,left,right,69.0,170.0,"Third Baseman, Second Baseman and First Baseman",0,1,1,1,0,0,0
austin001cor,none,0,nan,32.0,right,right,72.0,190.0,Outfielder,0,0,0,0,0,0,1
ciolli001nic,none,0,nan,10.0,left,right,74.0,215.0,Outfielder,0,0,0,0,0,0,1
torti001mic,none,0,nan,14.0,right,right,71.0,196.0,Third Baseman and First Baseman,0,1,0,1,0,0,0
lewis004rob,none,0,nan,17.0,right,right,71.0,190.0,Catcher and Third Baseman,0,0,0,1,0,1,0
rose001pat,none,0,nan,36.0,right,right,71.0,190.0,"Second Baseman, Third Baseman and Shortstop",0,0,1,1,1,0,0
taylor000bea,none,0,nan,5.0,left,right,72.0,205.0,Catcher,0,0,0,0,0,1,0
luna001oma,none,0,nan,nan,right,right,71.0,205.0,"Second Baseman, Shortstop and Third Baseman",0,0,1,1,1,0,0
alastr000jes,none,0,nan,nan,right,right,73.0,155.0,Outfielder,0,0,0,0,0,0,1
hu001chi,huch01,1,-0.3,nan,right,right,71.0,190.0,Shortstop and Second Baseman,0,0,1,0,1,0,0
delph000tho,none,0,nan,37.0,left,left,72.0,190.0,Outfielder,0,0,0,0,0,0,1
carpio000lui,none,0,nan,nan,right,right,71.0,190.0,Second Baseman and Shortstop,0,0,1,0,1,0,0
arroyo002wil,none,0,nan,nan,both,right,70.0,170.0,"Second Baseman, Shortstop and Third Baseman",0,0,1,1,1,0,0
king001tom,none,0,nan,8.0,right,right,71.0,170.0,"Second Baseman, Shortstop and Third Baseman",0,0,1,1,1,0,0
grummi001dan,none,0,nan,22.0,right,right,77.0,230.0,First Baseman,0,1,0,0,0,0,0
spivey001jam,none,0,nan,nan,right,right,74.0,215.0,Catcher,0,0,0,0,0,1,0
boone001mat,none,0,nan,3.0,right,right,74.0,175.0,Third Baseman and Outfielder,0,0,0,1,0,0,1
hansee001tye,none,0,nan,nan,right,right,70.0,190.0,Catcher,0,0,0,0,0,1,0
mcalli001tro,none,0,nan,26.0,right,right,70.0,165.0,"Shortstop, Second Baseman and Third Baseman",0,0,1,1,1,0,0
barrer000tre,none,0,nan,6.0,right,right,72.0,215.0,Catcher,0,0,0,0,0,1,0
gallag001aus,none,0,nan,3.0,left,right,77.0,210.0,"First Baseman, Third Baseman and Outfielder",0,1,0,1,0,0,1
belyeu001ran,none,0,nan,28.0,right,right,73.0,200.0,Catcher,0,0,0,0,0,1,0
cohen001gab,none,0,nan,29.0,right,right,74.0,205.0,Outfielder,0,0,0,0,0,0,1
moriar002mic,moriami01,1,-0.1,7.0,right,right,72.0,195.0,"Shortstop, Third Baseman and Second Baseman",0,0,1,1,1,0,0
folgia001gre,none,0,nan,40.0,right,right,71.0,195.0,Outfielder,0,0,0,0,0,0,1
knowle001bri,none,0,nan,nan,right,right,73.0,190.0,Outfielder,0,0,0,0,0,0,1
navarr001jes,none,0,nan,nan,right,right,72.0,180.0,Catcher,0,0,0,0,0,1,0
merced001hen,mercehe01,1,0.3,nan,right,right,71.0,185.0,Catcher and Third Baseman,0,0,0,1,0,1,0
gomez001d,none,0,nan,14.0,right,right,71.0,170.0,Second Baseman,0,0,1,0,0,0,0
hernan008jos,none,0,nan,nan,right,right,72.0,153.0,Shortstop,0,0,0,0,1,0,0
rash001jos,none,0,nan,11.0,right,right,75.0,180.0,Outfielder,0,0,0,0,0,0,1
maton000nic,none,0,nan,7.0,left,right,74.0,165.0,Shortstop,0,0,0,0,1,0,0
munoz004jos,munozjo01,1,-0.1,20.0,both,right,71.0,165.0,"Second Baseman, Third Baseman and Shortstop",0,0,1,1,1,0,0
walker001tod,walketo04,1,10.5,1.0,left,right,72.0,180.0,"Second Baseman, Third Baseman and First Baseman",0,1,1,1,0,0,0
meadow001mic,meadolo01,1,-0.8,2.0,left,left,71.0,190.0,Outfielder and First Baseman,0,1,0,0,0,0,1
sued001jos,none,0,nan,35.0,right,right,70.0,170.0,Catcher,0,0,0,0,0,1,0
rojas001chr,none,0,nan,nan,right,right,73.0,170.0,Outfielder,0,0,0,0,0,0,1
mercad000osc,none,0,nan,2.0,right,right,74.0,175.0,Shortstop and Outfielder,0,0,0,0,1,0,1
solano001jho,solanjh01,1,-0.4,nan,right,right,69.0,205.0,Catcher,0,0,0,0,0,1,0
maxwel001ver,none,0,nan,2.0,right,right,75.0,205.0,Outfielder,0,0,0,0,0,0,1
borel001jam,none,0,nan,29.0,right,right,71.0,170.0,Outfielder,0,0,0,0,0,0,1
moreno003hen,none,0,nan,nan,right,right,72.0,170.0,First Baseman and Catcher,0,1,0,0,0,1,0
rosend001gus,none,0,nan,nan,right,right,72.0,242.0,Catcher and First Baseman,0,1,0,0,0,1,0
noll000jak,none,0,nan,7.0,right,right,74.0,195.0,Second Baseman and Designated Hitter,1,0,1,0,0,0,0
brito001til,britoti01,1,-0.4,nan,right,right,72.0,170.0,"Shortstop, Second Baseman and Third Baseman",0,0,1,1,1,0,0
flores001jua,none,0,nan,nan,right,right,71.0,190.0,"Catcher, First Baseman and Third Baseman",0,1,0,1,0,1,0
blanco001gre,blancgr01,1,7.6,nan,left,left,71.0,175.0,Outfielder,0,0,0,0,0,0,1
ramire001ric,none,0,nan,nan,right,right,71.0,160.0,Shortstop,0,0,0,0,1,0,0
conner001set,none,0,nan,41.0,right,right,74.0,205.0,"Catcher, First Baseman and Third Baseman",0,1,0,1,0,1,0
bowman001sha,none,0,nan,12.0,right,right,75.0,225.0,Third Baseman,0,0,0,1,0,0,0
mcclou001sco,none,0,nan,10.0,left,right,72.0,190.0,Outfielder,0,0,0,0,0,0,1
hartma003cha,none,0,nan,43.0,left,right,72.0,195.0,Outfielder,0,0,0,0,0,0,1
dudek001joe,none,0,nan,nan,left,left,74.0,230.0,First Baseman and Designated Hitter,1,1,0,0,0,0,0
barber001bre,barbebr01,1,6.3,7.0,both,right,71.0,185.0,"Second Baseman, Third Baseman and Shortstop",0,0,1,1,1,0,0
lorenz003gre,none,0,nan,nan,right,right,72.0,160.0,Outfielder,0,0,0,0,0,0,1
garcia002fra,none,0,nan,nan,right,right,71.0,170.0,Outfielder,0,0,0,0,0,0,1
miller003tre,none,0,nan,40.0,right,right,73.0,215.0,Outfielder,0,0,0,0,0,0,1
crosby001ric,crosbbu01,1,-1.5,1.0,left,left,71.0,180.0,Outfielder,0,0,0,0,0,0,1
turner001roc,none,0,nan,32.0,both,right,72.0,170.0,Outfielder,0,0,0,0,0,0,1
parker001tyl,none,0,nan,8.0,right,right,74.0,200.0,Outfielder and Catcher,0,0,0,0,0,1,1
tiberi000bla,none,0,nan,3.0,left,right,72.0,205.0,Third Baseman and Designated Hitter,1,0,0,1,0,0,0
boggs001bra,boggsbr01,1,0.2,4.0,both,right,72.0,210.0,Outfielder,0,0,0,0,0,0,1
parker002jus,none,0,nan,6.0,right,right,73.0,205.0,Third Baseman and Shortstop,0,0,0,1,1,0,0
gonzal002car,none,0,nan,nan,right,right,73.0,220.0,Catcher,0,0,0,0,0,1,0
jacomi001arm,none,0,nan,22.0,left,right,74.0,210.0,Outfielder and First Baseman,0,1,0,0,0,0,1
cabral000edg,none,0,nan,11.0,right,right,71.0,210.0,Catcher,0,0,0,0,0,1,0
heinem000sco,none,0,nan,11.0,right,right,73.0,215.0,Outfielder,0,0,0,0,0,0,1
solano001wil,none,0,nan,nan,right,right,74.0,205.0,Shortstop and Second Baseman,0,0,1,0,1,0,0
raleig001mat,none,0,nan,14.0,right,right,71.0,235.0,First Baseman and Third Baseman,0,1,0,1,0,0,0
roja001yaf,none,0,nan,nan,both,right,71.0,150.0,Second Baseman and Shortstop,0,0,1,0,1,0,0
ruotsi001jac,none,0,nan,18.0,left,right,74.0,195.0,Outfielder,0,0,0,0,0,0,1
hamlin001mar,none,0,nan,24.0,right,right,75.0,220.0,Outfielder,0,0,0,0,0,0,1
dowell001ken,dowelke01,1,-0.3,3.0,right,right,69.0,160.0,"Shortstop, Third Baseman and Second Baseman",0,0,1,1,1,0,0
miller004bra,none,0,nan,4.0,right,right,74.0,215.0,Rightfielder,0,0,0,0,0,0,0
michae000lev,none,0,nan,1.0,right,right,70.0,180.0,"Second Baseman, Shortstop and Outfielder",0,0,1,0,1,0,1
hand001jan,none,0,nan,nan,right,right,74.0,180.0,"Second Baseman, Third Baseman and Shortstop",0,0,1,1,1,0,0
strick001ded,none,0,nan,34.0,both,right,70.0,160.0,Outfielder,0,0,0,0,0,0,1
morill001lui,none,0,nan,nan,left,left,71.0,155.0,Outfielder,0,0,0,0,0,0,1
navarr001efr,navaref01,1,0.6,50.0,left,left,72.0,210.0,First Baseman and Outfielder,0,1,0,0,0,0,1
cash002dav,none,0,nan,40.0,both,right,75.0,180.0,Leftfielder,0,0,0,0,0,0,0
gibbon001dan,none,0,nan,24.0,left,right,75.0,200.0,Outfielder,0,0,0,0,0,0,1
olmo001yan,none,0,nan,nan,right,right,75.0,200.0,Outfielder,0,0,0,0,0,0,1
goff001jer,goffje01,1,-0.8,3.0,left,right,75.0,205.0,"Catcher, Third Baseman and First Baseman",0,1,0,1,0,1,0
arbelo001yaz,none,0,nan,26.0,left,right,76.0,220.0,First Baseman,0,1,0,0,0,0,0
wardwe001she,none,0,nan,nan,right,right,72.0,175.0,Outfielder,0,0,0,0,0,0,1
greenb001ada,greenad01,1,0.0,9.0,left,left,69.0,180.0,Outfielder,0,0,0,0,0,0,1
freese001dav,freesda01,1,12.8,9.0,right,right,74.0,220.0,Third Baseman and First Baseman,0,1,0,1,0,0,0
heep001dan,heepda01,1,0.5,2.0,left,left,71.0,185.0,Outfielder and First Baseman,0,1,0,0,0,0,1
whitro001sco,none,0,nan,19.0,right,right,74.0,190.0,Outfielder,0,0,0,0,0,0,1
simcox000aus,none,0,nan,14.0,right,right,75.0,185.0,Shortstop,0,0,0,0,1,0,0
dykstr000luk,none,0,nan,7.0,right,right,73.0,195.0,"Second Baseman, Designated Hitter and Shortstop",1,0,1,0,1,0,0
gomes001yan,gomesya01,1,8.5,10.0,right,right,74.0,215.0,"Catcher, First Baseman and Third Baseman",0,1,0,1,0,1,0
cuella002jos,none,0,nan,nan,right,right,73.0,200.0,Catcher,0,0,0,0,0,1,0
rodrig002jon,none,0,nan,17.0,right,right,74.0,250.0,"First Baseman, Third Baseman and Outfielder",0,1,0,1,0,0,1
campbe001sco,none,0,nan,30.0,left,right,74.0,185.0,"Third Baseman, Outfielder and Shortstop",0,0,0,1,1,0,1
oester001jak,none,0,nan,nan,right,right,73.0,200.0,Third Baseman and Second Baseman,0,0,1,1,0,0,0
